student_id,roll_number,department,program,specialization,gender,age,domicile_state,category,study_hours_per_day,attendance_percentage,sgpa,percentage,teaching_method,learning_style
1128,ROLL1128,IT,MCA,Cyber Security,Male,24,Delhi,ST,9.0,76.44,8.42,83.46,Online,Kinesthetic
1129,ROLL1129,MCA,MCA,Data Science,Female,22,Haryana,OBC,9.2,66.18,8.51,77.96,Hybrid,Kinesthetic
1130,ROLL1130,IT,BCA,AI,Male,25,UP,SC,3.1,68.46,8.94,58.13,Hybrid,Visual
1131,ROLL1131,ECE,BCA,Cloud,Female,25,Haryana,ST,8.9,98.36,6.77,81.4,Traditional,Auditory
1132,ROLL1132,CSE,MCA,Software Engg,Male,20,Punjab,OBC,7.2,97.82,8.53,77.81,Hybrid,Auditory
1133,ROLL1133,CSE,BCA,Cyber Security,Male,20,Punjab,General,5.7,60.3,7.69,64.83,Traditional,Auditory
1134,ROLL1134,BCA,MCA,Cyber Security,Female,25,Punjab,OBC,3.4,99.29,7.53,68.83,Traditional,Visual
1135,ROLL1135,CSE,B.Tech,Cyber Security,Female,18,Bihar,SC,3.1,85.12,9.32,51.58,Hybrid,Kinesthetic
1136,ROLL1136,CSE,B.Tech,Software Engg,Male,22,Bihar,ST,5.9,62.12,8.8,65.0,Traditional,Visual
1137,ROLL1137,MCA,BCA,Software Engg,Female,23,Haryana,General,6.6,74.35,9.98,59.71,Hybrid,Kinesthetic
1138,ROLL1138,CSE,MCA,Cloud,Male,25,Punjab,General,3.6,94.76,9.62,46.64,Online,Visual
1139,ROLL1139,MCA,MCA,Cloud,Female,23,UP,General,6.3,88.77,8.47,72.35,Hybrid,Kinesthetic
1140,ROLL1140,ECE,MCA,Software Engg,Male,23,UP,ST,9.6,81.32,8.53,76.21,Online,Visual
1141,ROLL1141,MCA,MCA,AI,Male,22,Bihar,ST,9.1,78.26,6.6,76.93,Online,Kinesthetic
1142,ROLL1142,IT,B.Tech,Software Engg,Male,26,Bihar,ST,3.7,62.03,7.87,64.91,Traditional,Visual
1143,ROLL1143,ECE,MCA,Cyber Security,Male,25,Punjab,OBC,9.3,88.42,7.68,73.62,Hybrid,Kinesthetic
1144,ROLL1144,MCA,B.Tech,Cloud,Female,20,UP,General,8.7,74.35,8.52,76.28,Online,Kinesthetic
1145,ROLL1145,BCA,MCA,AI,Female,21,Punjab,OBC,2.0,98.63,6.7,49.71,Hybrid,Auditory
1146,ROLL1146,MCA,BCA,Data Science,Female,19,Punjab,OBC,8.0,86.94,8.46,77.66,Traditional,Auditory
1147,ROLL1147,BCA,MCA,AI,Female,23,Delhi,OBC,1.9,80.37,6.1,48.8,Online,Kinesthetic
1148,ROLL1148,ECE,B.Tech,Data Science,Male,20,Delhi,SC,7.6,87.39,6.85,70.5,Hybrid,Kinesthetic
1149,ROLL1149,BCA,BCA,Cyber Security,Male,18,Haryana,SC,6.7,61.66,6.83,69.08,Online,Kinesthetic
1150,ROLL1150,CSE,MCA,Cloud,Female,24,Bihar,SC,9.7,73.66,7.35,82.34,Online,Auditory
1151,ROLL1151,BCA,MCA,Cyber Security,Male,19,Delhi,OBC,10.0,94.33,7.63,81.56,Hybrid,Auditory
1152,ROLL1152,MCA,MCA,Cloud,Female,22,Bihar,SC,4.3,90.79,9.24,58.47,Traditional,Auditory
1153,ROLL1153,CSE,MCA,Data Science,Male,21,Delhi,SC,8.6,65.57,8.08,81.85,Online,Auditory
1154,ROLL1154,IT,MCA,Software Engg,Female,23,Bihar,ST,2.9,92.55,6.87,64.21,Online,Visual
1155,ROLL1155,ECE,B.Tech,Software Engg,Female,19,Delhi,General,9.7,65.91,9.76,80.47,Hybrid,Auditory
1156,ROLL1156,BCA,MCA,Software Engg,Male,22,Delhi,General,5.8,83.03,8.58,60.96,Online,Visual
1157,ROLL1157,IT,B.Tech,Cyber Security,Female,20,Haryana,General,9.8,81.46,8.01,83.75,Online,Kinesthetic
1158,ROLL1158,CSE,BCA,AI,Female,21,Delhi,SC,1.4,83.97,7.37,48.97,Online,Auditory
1159,ROLL1159,ECE,MCA,AI,Female,19,UP,ST,5.9,78.38,8.0,68.75,Traditional,Visual
1160,ROLL1160,IT,BCA,Software Engg,Male,20,Punjab,ST,7.9,68.41,7.29,71.26,Online,Visual
1161,ROLL1161,MCA,MCA,AI,Male,20,UP,SC,6.8,66.9,9.49,64.98,Hybrid,Auditory
1162,ROLL1162,IT,MCA,Data Science,Female,24,UP,ST,6.8,90.5,8.34,72.19,Traditional,Kinesthetic
1163,ROLL1163,ECE,MCA,Cloud,Female,25,Bihar,OBC,3.3,92.15,9.27,59.91,Traditional,Kinesthetic
1164,ROLL1164,BCA,B.Tech,Software Engg,Female,21,Bihar,OBC,7.6,94.66,8.08,74.87,Online,Kinesthetic
1165,ROLL1165,MCA,MCA,Software Engg,Male,26,Delhi,General,5.9,63.58,7.67,70.62,Hybrid,Kinesthetic
1166,ROLL1166,ECE,BCA,Data Science,Female,19,Haryana,ST,1.9,60.64,8.46,53.85,Online,Kinesthetic
1167,ROLL1167,CSE,MCA,Cyber Security,Male,19,Haryana,General,7.3,63.87,7.1,77.44,Online,Visual
1168,ROLL1168,ECE,MCA,Cyber Security,Male,24,Delhi,ST,2.1,94.66,8.37,52.51,Online,Auditory
1169,ROLL1169,ECE,B.Tech,Data Science,Male,18,Haryana,ST,4.8,66.43,8.8,62.38,Traditional,Kinesthetic
1170,ROLL1170,IT,MCA,Software Engg,Female,18,Haryana,OBC,1.7,67.67,7.9,56.43,Traditional,Visual
1171,ROLL1171,MCA,B.Tech,Data Science,Female,19,Bihar,General,4.2,81.17,8.34,59.63,Online,Visual
1172,ROLL1172,ECE,BCA,Data Science,Female,19,UP,SC,5.4,93.87,9.33,71.74,Traditional,Visual
1173,ROLL1173,MCA,BCA,Cyber Security,Female,26,Bihar,OBC,6.3,97.38,8.9,72.07,Hybrid,Auditory
1174,ROLL1174,ECE,B.Tech,Cloud,Female,18,Haryana,ST,2.0,69.55,9.8,67.96,Online,Kinesthetic
1175,ROLL1175,BCA,MCA,Cloud,Male,18,UP,General,1.3,72.93,8.18,43.65,Online,Auditory
1176,ROLL1176,CSE,MCA,AI,Male,26,UP,General,7.1,73.15,7.11,75.0,Traditional,Auditory
1177,ROLL1177,BCA,B.Tech,Cyber Security,Male,23,Delhi,OBC,5.5,71.04,8.92,67.62,Traditional,Kinesthetic
1178,ROLL1178,MCA,MCA,Software Engg,Male,18,Haryana,OBC,4.8,91.03,7.35,61.5,Online,Visual
1179,ROLL1179,CSE,MCA,Software Engg,Female,23,Delhi,SC,9.5,96.68,8.33,85.12,Hybrid,Auditory
1180,ROLL1180,BCA,MCA,AI,Female,18,Haryana,ST,2.7,92.84,7.72,57.32,Online,Visual
1181,ROLL1181,CSE,BCA,AI,Male,26,Delhi,SC,5.7,69.37,6.49,68.2,Hybrid,Auditory
1182,ROLL1182,CSE,BCA,Cyber Security,Female,22,UP,OBC,3.9,61.39,6.51,56.72,Online,Kinesthetic
1183,ROLL1183,IT,MCA,Cyber Security,Male,20,Bihar,OBC,7.3,86.36,9.96,76.24,Hybrid,Visual
1184,ROLL1184,ECE,B.Tech,AI,Female,18,Delhi,General,2.8,64.4,7.53,52.47,Hybrid,Visual
1185,ROLL1185,IT,MCA,AI,Female,22,Punjab,SC,8.1,80.39,7.2,71.96,Traditional,Kinesthetic
1186,ROLL1186,BCA,B.Tech,AI,Female,19,Bihar,ST,2.8,95.21,6.78,54.61,Online,Kinesthetic
1187,ROLL1187,ECE,B.Tech,Cloud,Male,19,Delhi,General,6.6,85.53,8.8,59.53,Traditional,Visual
1188,ROLL1188,ECE,BCA,Cloud,Male,24,Punjab,General,2.0,95.04,9.13,67.77,Hybrid,Auditory
1189,ROLL1189,CSE,B.Tech,Cyber Security,Male,24,Punjab,General,1.9,61.1,7.61,50.84,Online,Auditory
1190,ROLL1190,BCA,BCA,Data Science,Male,22,UP,ST,1.6,67.49,6.13,57.37,Online,Kinesthetic
1191,ROLL1191,CSE,B.Tech,AI,Male,19,Bihar,General,7.7,99.82,8.66,77.18,Traditional,Auditory
1192,ROLL1192,CSE,BCA,Cloud,Male,25,Delhi,SC,7.6,95.55,6.25,72.74,Traditional,Kinesthetic
1193,ROLL1193,IT,B.Tech,Cloud,Male,19,UP,ST,4.7,99.46,6.22,61.43,Traditional,Auditory
1194,ROLL1194,IT,BCA,Cloud,Male,19,Haryana,General,9.0,60.4,9.53,77.75,Traditional,Auditory
1195,ROLL1195,CSE,BCA,Software Engg,Male,23,UP,SC,3.9,83.74,6.84,58.29,Hybrid,Auditory
1196,ROLL1196,CSE,BCA,Cloud,Male,23,Bihar,General,3.3,63.7,6.4,64.74,Online,Auditory
1197,ROLL1197,BCA,B.Tech,Cloud,Male,26,UP,SC,8.0,97.5,8.77,71.67,Hybrid,Visual
1198,ROLL1198,BCA,B.Tech,Software Engg,Female,22,Haryana,SC,9.6,84.44,6.01,75.67,Traditional,Kinesthetic
1199,ROLL1199,ECE,B.Tech,AI,Female,25,Bihar,General,9.3,86.01,6.36,72.83,Hybrid,Visual
1200,ROLL1200,ECE,BCA,Cyber Security,Male,21,UP,ST,7.1,95.55,8.77,62.86,Online,Auditory
